date,pm25,pm10,no,no2,so2,co,ozone,xylene,temp,humidity,wind_speed,wind_direction,rainfall,total_rf,solar_radiation,vws,AQI
2021-04-14,29.57,89.73,17.31,37.24,12.7,0.36,10.82,1.56,29.96,70.92,2.56,215.4,0,0,186.92,-0.03,89.73
2021-04-15,35.36,109.82,19.33,58.67,14.39,0.54,10.59,2.4,28.36,68.16,2.03,253.83,0,0,77.76,-0.02,106.55
2021-04-16,12.95,50.72,12.27,43.6,13.88,0.38,11.22,1.72,29.02,69.39,2.58,229,0,0,171.33,-0.09,54.50
2021-04-17,10.22,38.59,11.76,38.34,14.44,0.39,10.48,1.11,29.5,74.66,2.42,221.51,0,0,175.72,-0.08,47.93
2021-04-18,13.35,46.19,12.81,33.34,15.74,0.55,9.84,0.94,30.2,76.02,2.63,217.87,0,0,157.29,-0.09,46.19
2021-04-19,25.93,84.25,14.27,37.56,14.26,0.64,10.98,1.96,29.92,75.68,2.74,218.38,0.03,2.5,140.54,-0.06,84.25
2021-04-20,37.19,114.17,10.81,45.6,9.01,0.43,10.42,1.87,28.47,76.36,1.69,224.45,0,0,58.16,-0.06,109.45
2021-04-21,28.87,85.26,8.94,31.37,11.41,0.04,10.13,1.38,31.03,75.84,2.52,222.78,0,0,141.28,-0.1,85.26
2021-04-22,26.47,93.52,12.51,33.21,12.78,0.26,10.32,1.48,31.4,73.66,2.56,219.95,0,0,161,-0.07,93.52
2021-04-23,30.66,100.95,17.67,48.79,13.5,0.23,10.38,2.03,29.38,71.06,2.21,233,0,0,120.57,-0.03,100.63
2021-04-24,47.8,139.02,23.52,45.45,9.69,0.26,14.59,3.29,29.63,73.49,1.69,223.04,0,0,162.62,-0.01,126.01
2021-04-25,33.12,75.64,11.73,31.12,13.87,0.09,11.63,1.17,30.7,76.91,2.69,223,0,0,175.92,-0.1,75.64
2021-04-26,33.88,95.43,14.37,34.22,13.9,0.1,11.13,1.34,30.15,76.4,2.9,229.91,0,0,161.81,-0.1,95.43
2021-04-27,33.63,100.99,11.28,35.94,13.37,0.14,11.36,1.24,30.59,73.34,2.68,223.27,0,0,157.56,-0.08,100.66
2021-04-28,34.47,96.57,10.58,37.64,13.96,0.27,19.28,1.32,30.87,74.2,2.62,232.48,0,0,171.5,-0.08,96.57
2021-04-29,31.44,83.37,10.01,29.69,13.97,0.43,14.22,0.93,30.35,76.3,2.51,215.03,0.04,3.5,147.76,-0.08,83.37
2021-04-30,39.52,88.37,12.48,34.91,13.94,0.26,10.38,1.33,29.81,74.93,1.94,205.78,0,0,148.65,-0.05,88.37
2021-05-01,29.62,92.52,18.46,32.5,11.22,0.6,18.87,1.2,29.93,74.67,1.81,214.42,0,0,104.05,-0.02,92.52
2021-05-02,21.19,67.49,19.77,29.76,11.49,0.2,10.27,0.92,30.21,76.35,2.33,228.2,0,0,143.19,-0.06,67.49
2021-05-03,20.17,64.13,18.75,29.33,12.04,0.36,12.58,1.2,30.69,74.51,1.99,220.87,0,0,143.4,-0.06,64.13
2021-05-04,16.58,60.67,12.7,27.77,10.52,0.17,31.87,1.56,30.03,73.06,2.16,207.35,0.01,0.5,136.65,-0.05,60.67
2021-05-05,14.64,66.52,17.48,29.27,12.36,0.37,12.95,1.45,29.12,76.77,2.18,219.4,0.06,5.5,169.53,-0.05,66.52
2021-05-06,16.92,55.13,11.87,29.86,13.16,0.36,19.46,1.51,30.2,72.83,1.73,179.45,0.03,2.5,175.9,-0.04,55.13
2021-05-07,8.19,27.95,16.19,18.21,14.51,0.09,23.95,1.46,31.38,75.59,2.01,192.98,0.01,0.5,169.27,-0.06,27.95
2021-05-08,9.2,27.04,9.19,15.26,13.88,0.12,22.55,0.68,31.47,74.68,2.13,185.35,0,0,178.7,-0.06,27.04
2021-05-09,11.92,39.83,11.93,22.71,13.6,0.14,22.63,1.34,30.92,74.3,2.28,204.31,0,0,166.55,-0.07,39.83
2021-05-10,11.58,49.07,15.2,25.15,13.97,0.12,22.73,1.24,31.75,73.89,2.47,207.64,0,0,155.44,-0.08,49.07
2021-05-11,11.67,38.27,13.8,29.65,11.98,0.07,22.77,1.33,29.26,75.69,3.07,213.5,0.14,12,150.72,-0.03,38.27
2021-05-12,17.27,52.22,17.93,37.15,12.99,0.19,21.53,1.8,30.12,72.91,2.69,213.1,0,0,251.72,-0.08,52.22
2021-05-13,12.88,46.97,15.76,29.38,11.53,0.15,6.58,1.52,32.25,76.69,3.06,211.09,0,0,160.67,-0.11,46.97
2021-05-14,21.85,58.45,17.19,35.59,11.52,0.18,5.24,1.75,32.31,73.7,2.22,216.57,0,0,148.07,-0.05,58.45
2021-05-15,15.4,37.82,12.97,22.59,13.4,0.36,5.12,1.42,32.26,75.04,1.81,186.4,0,0,181.37,-0.03,37.82
2021-05-16,4.71,13.73,3.53,6.23,14.12,0.31,7.31,0.45,32.92,75.26,1.8,131.38,0,0,196.03,-0.01,17.65
2021-05-17,6.82,24.28,9.09,18.55,12.51,0.54,4.81,0.75,33.09,74.49,2.11,178.24,0,0,208.12,-0.05,27.00
2021-05-18,9.95,35.68,12.49,28.66,12.78,0.56,4.67,0.99,33.03,74.21,2.6,204.88,0,0,194.91,-0.09,35.83
2021-05-19,15.12,59.25,17.76,32.51,12.05,0.67,5.29,1.32,33,74.01,2.88,215.64,0,0,187.76,-0.09,59.25
2021-05-20,13.86,47.2,12.57,31.66,11.86,0.53,5.34,1.23,33.08,73.54,3.06,210.63,0,0,186.21,-0.09,47.20
2021-05-21,28.71,55.25,9.7,35.27,12.36,0.56,5.94,1.83,33.43,72.81,2.89,213.49,0,0,237.29,-0.07,55.25
2021-05-22,26.38,66.7,8.26,32.32,11.15,0.62,8.11,1.55,28.97,75.36,2.33,199.3,0.62,29,173.6,0.01,66.70
2021-05-23,45.01,106.19,12.89,44.3,11.19,0.74,10.53,2.17,31.02,73.82,1.29,192.85,0,0,127.7,0.02,104.13
2021-05-24,62.72,162.49,18.14,51.58,8.38,0.73,6.3,4.88,31.78,72.84,1.23,229.9,0,0,37.14,0,141.66
2021-05-25,49.63,183.1,10.56,55.25,10.65,0.68,5.91,3.95,33.63,55.44,1.88,260.56,0,0,58.71,0,155.40
2021-05-26,37.27,152.57,7.37,56.88,12.53,0.71,7.11,2.36,38.1,43.49,2.98,259.98,0,0,170.75,0.01,135.05
2021-05-27,64.46,169.37,8.94,47.91,10.64,0.65,8,2.04,37.92,55.28,2.85,253.31,0,0,244.91,0,146.25
2021-05-28,40.76,119.75,2.87,20.2,27.87,1.74,27.74,1.06,36.36,66.63,0.57,162.53,0.01,0.5,243.02,-0.06,113.17
2021-05-29,30.88,136.7,6.36,38.55,11.43,1.07,21.29,1.81,32.88,71.69,2.38,203.72,0,0,165.05,-0.05,124.47
2021-05-30,43.56,117.82,4.93,30.6,11.82,0.56,22.21,1.26,33.25,75.77,2.34,201.22,0,0,160.29,-0.08,111.88
2021-05-31,34.81,105.19,4.82,34.23,12.45,0.66,20.95,1.37,32.69,75.42,2.8,210.03,0,0,116.52,-0.08,103.46
2021-06-01,31.06,71.02,3.86,20.96,10.63,0.38,24.21,1.28,33.24,75.96,2.69,181.26,0,0,184.5,-0.12,71.02
2021-06-02,28.47,65.53,5.78,24.83,11.64,0.61,23.55,0.89,30.71,78.09,2.23,186.56,0.01,0.5,120.02,-0.03,65.53
2021-06-03,24.26,65.06,9.02,36.79,13.29,1.56,19.41,1.2,30.32,76.99,1.7,201.09,0,0,100.22,-0.05,78.00
2021-06-04,30.11,71.52,11.47,34.14,12.94,0.49,19.65,0.99,32,74.49,2.53,212.15,0,0,180.07,-0.08,71.52
2021-06-05,16.91,49.76,13.34,23.93,12.02,0.43,18.5,1.04,32.25,73.48,2.96,205.08,0,0,186.61,-0.07,49.76
2021-06-06,11.48,41.27,14.69,21.64,14.09,0.35,18.45,1.04,32.37,73.3,3.04,204.1,0,0,204.24,-0.08,41.27
2021-06-07,26.89,64.75,9.3,31.52,12.84,0.46,19.27,1.35,32.91,73.57,2.88,205.91,0,0,197.25,-0.09,64.75
2021-06-08,34.47,97.92,8.28,40.2,13.39,0.46,19.58,1.97,32.69,72.16,2.59,220.76,0,0,125.28,-0.05,97.92
2021-06-09,33.12,98.34,10.22,39.15,12.53,0.57,20.15,2.09,32.68,72.26,2.55,221.85,0.11,9.5,135.2,-0.06,98.34
2021-06-10,43.63,97.42,17.79,47.43,13.03,0.78,12.5,2.05,31.62,71.89,1.98,235.16,0,0,79.81,-0.03,97.42
2021-06-11,31.02,76.65,13.86,41.35,10.64,0.8,7.49,1.79,29.89,72.29,2.43,246.99,0,0,65.72,-0.02,76.65
2021-06-12,26.37,62.69,12.83,42.29,9.48,0.48,7.25,2.01,30.16,71.84,2.2,259.37,0.01,0.5,85.21,0.01,62.69
2021-06-13,33.58,99.32,9.3,44.89,2.11,0.72,7.09,1.54,30.64,72,2.09,239.22,0,0,71.82,-0.02,99.32
2021-06-14,27.32,79.55,9.72,46.32,2.95,0.76,7.04,1.77,29.5,74.44,2.51,248.38,0,0,62.09,-0.01,79.55
2021-06-15,28.02,95.67,9.71,44.06,7.21,0.68,7.34,1.93,31.84,68.36,2.55,224.85,0,0,85.65,-0.05,95.67
2021-06-16,31.53,111.74,12.2,40.63,9.73,0.79,7.52,2.02,32.16,70.6,3.05,228.14,0.04,3.5,132.4,-0.07,107.83
2021-06-17,22.71,90.32,12.19,36.63,9.17,0.76,7.45,1.7,30.84,71.75,3.01,216.4,0.1,9,101.29,-0.1,90.32
2021-06-18,43.37,119.31,21.26,41.73,9.9,0.67,7.11,2.32,29.18,76.55,2.11,225.83,0,0,62.98,-0.05,112.87
2021-06-19,38.38,163.16,10.78,36.94,9.58,0.59,7.18,1.54,31.17,73.09,2.88,215.82,0,0,118.25,-0.07,142.11
2021-06-20,35.87,131.1,11.31,39.26,9.91,0.57,7.21,1.79,31.93,69.24,2.67,229.97,0,0,127.59,-0.03,120.73
2021-06-21,47.21,151.09,10.46,39.07,8.54,0.66,9,2.19,33.66,68.93,2.16,220.07,0,0,168.3,-0.01,134.06
2021-06-22,52.93,177.09,8.91,38.95,7.86,0.58,7.72,1.9,31.74,73.06,1.95,199.31,0.01,0.5,92.59,-0.02,151.39
2021-06-23,39.9,130.25,18.72,45.42,4.86,0.71,7.17,2.9,27.12,80.81,2,240.13,0.57,49,49.42,0,120.17
2021-06-24,32.05,79.8,11.77,38.25,8.67,0.55,7.47,1.86,30.47,72.77,2.57,250.45,0.01,0.5,148.28,0,79.80
2021-06-25,30.16,86.63,13.2,41.01,10.77,0.64,7.41,1.94,32.71,65.85,2.04,249.96,0,0,143.34,0.01,86.63
2021-06-26,41.1,125.45,12.76,39.45,7.04,0.66,9.14,1.77,32.35,71.89,1.5,204.66,0,0,121.14,-0.01,116.97
2021-06-27,30.43,93.93,6.5,29.26,8.99,0.59,10.41,1.28,30.72,75.98,2.06,170.97,0,0,172.41,-0.04,93.93
2021-06-28,18.8,47.4,7.71,29.74,9.92,0.5,8.96,0.87,30.02,78.41,2.44,187.68,0.04,3.5,187.99,-0.07,47.40
2021-06-29,30.08,83.29,8.49,35.84,10.55,0.58,7.53,0.97,30.94,76.51,2.77,207.72,0,0,161.9,-0.08,83.29
2021-06-30,30.32,96.2,11.23,34.35,9.72,0.68,7.24,1.5,31.36,75.25,3.1,212.33,0,0,145.79,-0.08,96.20
2021-07-01,29.07,118.52,10.34,39.76,9.53,0.54,7.71,1.26,32.22,71.06,2.78,217.02,0,0,184.6,-0.06,112.35
2021-07-02,26.65,80.36,21.03,39.96,9.3,0.76,7.3,2.36,27.21,82.33,2.15,232.65,0.39,34.5,39.93,-0.02,80.36
2021-07-03,22.9,71.26,16.07,36.43,10.36,0.5,7.42,1.54,28.32,80.09,2.31,219.89,0.09,8,151.36,-0.02,71.26
2021-07-04,33.96,81.62,17.2,42.03,9.57,0.61,8.05,1.75,27.96,80.07,2.14,228.74,0.03,2.5,139.02,-0.03,81.62
2021-07-05,29.52,91.1,16.89,44.18,10.27,0.59,7.43,0.44,29.18,79.47,1.94,203.06,0.04,3.5,135.43,-0.01,91.10
2021-07-06,35.39,101.87,17.08,44.86,8.79,0.84,8.22,0.86,30.65,79.1,2.01,211.49,0,0,134.86,-0.06,101.25
2021-07-07,44.06,118.55,14.35,46.47,7.4,0.68,7.6,2.99,29.95,79.39,2.23,210.35,0.03,3,124.77,-0.05,112.37
2021-07-08,37.61,129.34,16.74,57.16,8.78,0.93,7.65,4.94,28.03,80.64,1.09,232.32,0,0,46.93,0,119.56
2021-07-09,47.21,142.13,26.02,58.57,6.3,1.07,10.09,4.61,31.05,75.78,1.45,207.57,0,0,173.4,-0.05,128.09
2021-07-10,30.16,77.52,9.72,49.79,8.9,0.79,8.52,3.54,30.46,77.32,1.72,230.51,0,0,107.44,-0.03,77.52
2021-07-11,20.22,45.47,6.53,26.85,10.79,0.69,16.61,1.69,29,81.14,1.64,160.78,0.21,19.5,131.96,0.04,45.47
2021-07-12,6.01,18.92,3.81,8.7,12.4,0.59,17.92,0.52,28.73,80.69,2.13,115.45,0.05,4,146.33,0.04,29.50
2021-07-13,23.28,62.06,19.25,43.43,11.02,0.94,7.34,3.05,26.24,85.51,1.35,224.27,0.02,2,31.24,0,62.06
2021-07-14,21.57,70.55,15.77,37.33,11.79,0.81,6.87,2.43,27.53,81.65,1.9,215.76,0,0,89.16,-0.04,70.55
2021-07-15,17.07,45.92,9.84,23.29,10.26,0.67,11.4,1.74,28.3,80.76,1.81,173.9,0.04,4,137.87,-0.01,45.92
2021-07-16,11.03,37.93,10.08,25.21,10.56,0.63,9.93,2.19,29.77,76.66,1.7,193.25,0.03,3,154.7,-0.03,37.93
2021-07-17,16.47,51.79,6.83,23.8,10.53,0.6,11.9,1.37,30.68,76.57,1.83,182.31,0,0,179.47,0,51.79
2021-07-18,11.59,43.03,8.49,26.35,11.47,0.67,7.12,1.19,30.74,76.76,2.16,200.8,0,0,159.18,-0.08,43.03
2021-07-19,19.39,62.89,14.4,39.64,10.02,0.74,7.61,1.7,29.27,78.19,2.31,229.59,0.08,7.5,161.49,-0.05,62.89
2021-07-20,15.17,45.25,18.89,44.62,11.46,0.81,8.84,3.26,31.25,76.13,1.94,234.3,0,0,155.99,0,55.78
2021-07-21,18.06,52.92,40.86,50.44,9.3,0.96,8.08,3.24,27.39,79.64,1.32,244.6,0,0,65.35,-0.01,63.05
2021-07-22,13.54,44.8,23.35,34.15,10.44,0.62,7.15,2.83,26.53,80.15,0.4,242.85,0.01,1,90.54,-0.01,44.80
2021-07-23,21.29,70.53,20.76,36.97,10.23,0.71,7.06,2.89,26.97,80.46,2.93,241.86,0.01,1,89.74,-0.02,70.53
2021-07-24,34.27,108.6,15.18,42.47,11.67,0.83,6.91,3.68,28.4,77.07,2.23,238.56,0,0,76.52,-0.01,105.73
2021-07-25,31.86,114.52,12.74,37.79,10.5,1.03,7.05,2.06,29.86,79.07,2.25,228.31,0,0,93.41,-0.03,109.68
2021-07-26,27.42,85.36,11.34,36.4,10.5,0.73,6.85,2.42,30.46,76.96,2.51,227.8,0,0,133.82,-0.05,85.36
2021-07-27,26.73,104.66,17.96,34.58,9.93,0.78,6.52,2.82,31.71,72.04,2.46,233.17,0,0,97.62,-0.03,103.11
2021-07-28,24.15,83.49,17.56,32.62,9.4,0.63,7,2.84,32.45,66.39,2.88,245.16,0,0,140.97,-0.01,83.49
2021-07-29,25.99,71.89,28.84,36.54,10.13,0.74,6.85,3.23,28.08,77.39,1.86,261.58,0.01,0.5,43.62,0,71.89
2021-07-30,26.14,83.51,20.56,40.96,9.12,0.67,6.87,3.82,30.61,70.46,1.95,242.62,0,0,94.87,-0.01,83.51
2021-07-31,26.4,92.08,16.13,36.68,10.36,0.68,6.8,3.14,32.22,65.83,2.71,250.11,0,0,136.75,0,92.08
2021-08-01,22.99,85.62,14.4,35.69,10.35,0.68,7.09,2.68,32.71,66.09,2.71,230.14,0,0,147.17,-0.04,85.62
2021-08-02,29.59,104.48,18.6,40.15,8.33,0.72,6.88,3.04,33.71,65.95,2.28,233.62,0,0,153.73,-0.03,102.99
2021-08-03,27.24,90.17,14.3,34.08,7.4,0.76,7.83,2.6,32.96,68.02,2.24,220.54,0,0,150.34,0.03,90.17
2021-08-04,28.08,110.16,17.7,42.43,9.28,0.86,7.25,3.24,33.37,67.65,2.3,214.23,0.06,5,154.86,-0.03,106.77
2021-08-05,26.75,102.27,25.35,41.93,14.43,0.82,7.48,4.34,31,73.9,1.72,231.36,0.05,4.5,89.25,0,101.51
2021-08-06,23.96,90.84,20.53,36.38,11.84,0.76,8.14,4.72,33.26,68.09,2.05,217.34,0,0,136.16,0,90.84
2021-08-07,28,90.98,14.44,36.03,14.65,0.74,6.68,2.87,31.41,73.16,2.35,217.34,0,0,128.01,-0.05,90.98
2021-08-08,25.55,52.92,9.21,30.54,13.32,0.66,6.75,1.88,31.18,77.26,2.67,217.34,0,0,141.53,-0.09,52.92
2021-08-09,26.65,76.95,8.59,29.63,16.51,0.73,6.39,1.9,31.86,77.17,2.74,217.34,0,0,164.37,-0.09,76.95
2021-08-10,40.33,107.48,11.08,39.4,15.71,0.82,5.97,2.75,33.42,73.3,2.37,217.34,0,0,143.06,-0.03,104.99
2021-08-11,40.28,103.23,11.92,38.42,12.82,0.71,6.58,4.02,34.14,67.16,1.91,357,0,0,152.61,-0.02,102.15
2021-08-12,29.72,104.12,10.46,35.28,14.91,0.68,10.66,3.65,32.46,71.78,1.6,341,0,0,173.76,0.03,102.75
2021-08-13,28.47,70.54,13.73,31.58,14.32,0.74,27.59,2.81,31.16,73.25,2.81,217.34,0,0,187.4,-0.01,70.54
2021-08-14,25.4,71.45,16.44,33.6,16.9,0.66,18.48,2.51,29.6,75.84,2.04,357,0,0,155.76,0.02,71.45
2021-08-15,29.28,79.17,20.27,41.17,16.11,0.75,10.73,2.76,30.39,73.48,1.36,56,0,0,102.89,0.01,79.17
2021-08-16,32.98,79.36,28.26,44.55,12.64,0.81,9.71,5.32,29.01,78.81,1.39,217.34,0.02,2,96.52,0.03,79.36
2021-08-17,36.11,103.28,25.89,35.3,12.98,0.74,7.09,3.4,27.7,81.91,1.94,217.34,0.02,1.5,64.1,-0.02,102.19
2021-08-18,31.42,94.17,13.48,37.48,17.38,0.9,6.79,3.05,29.16,77.5,2.75,217.34,0,0,88.17,-0.08,94.17
2021-08-19,28.75,80.24,15.92,43.6,14.12,0.92,6.66,3.74,28.66,78.75,1.87,217.34,0,0,84.02,-0.05,80.24
2021-08-20,31.29,89.86,20.2,42.96,12.87,1.08,6.48,2.84,25.84,86.6,1.51,217.34,0.23,20,36.8,-0.01,89.86
2021-08-21,22.81,54.26,14.56,32.43,15.13,0.71,7.46,1.85,28.59,80.43,1.47,97,0.02,1.5,178.9,-0.04,54.26
2021-08-22,18.99,55.24,13.98,28.89,15.99,0.64,7.16,1.7,28.97,77.29,2.01,217.34,0,0,167.99,-0.07,55.24
2021-08-23,21.24,72.67,14.46,32.32,16.9,0.72,6.86,1.66,30.12,76.3,2.36,217.34,0,0,161.69,-0.05,72.67
2021-08-24,34.71,91.99,10.97,34.44,15.03,0.77,6.89,1.59,30.88,74.73,2.53,217.34,0,0,165.18,-0.08,91.99
2021-08-25,48.1,87.72,14.81,42.08,16.11,0.78,7.05,2.47,29.29,77.34,2.37,217.34,0.06,5.5,131.41,-0.04,87.72
2021-08-26,46.46,92.07,14.17,44.85,11.95,0.89,9.13,2.86,30.61,75,1.66,217.34,0,0,151.28,0,92.07
2021-08-27,42.45,118.92,30.75,60.79,12.29,0.89,9.44,7.36,28.19,81.33,0.92,259,0.02,2,49.42,0,112.61
2021-08-28,41.14,103.42,21.89,44.65,14.49,0.91,9.16,5.53,27.34,80.56,0.83,232.71,0,0,76.79,0,102.28
2021-08-29,39.64,94.85,14.33,34.7,14.72,0.75,11.59,3.34,28.14,79.7,0.74,238,0,0,74.45,-0.02,94.85
2021-08-30,21.08,51.76,6.57,24.04,13.61,0.64,14.82,1.3,27.47,81.46,0.86,291.33,0.06,5,87.42,0.03,51.76
2021-08-31,15.92,40.17,9.52,30.53,14.94,0.83,10.63,0.32,27.01,83.13,0.89,315.67,0.03,2.5,101.06,0,41.50
2021-09-01,19.94,67.38,25.92,29.09,13.95,0.69,12.43,4.29,28.9,79.24,1.1,164.5,0,0,181.8,0.05,67.38
2021-09-02,17.29,56.57,12.25,20.67,16.37,0.63,14.93,1.79,29.96,76.03,1.02,326,0,0,181.99,0.03,56.57
2021-09-03,17.72,67.15,15.36,24.38,15.94,0.68,13.62,3.11,30.79,75.39,1.11,237.31,0,0,177.29,0.05,67.15
2021-09-04,26.52,91.86,16.24,29.23,16.42,0.72,15.45,2.66,30.72,75.33,1.48,240.33,0,0,170.7,0.02,91.86
2021-09-05,21.81,54.76,11.29,29.8,18.12,0.71,13.32,2.09,28.82,79.57,1.86,230.48,0.16,13.5,126.82,0,54.76
2021-09-06,14,33.16,23.02,38.53,15.78,0.74,8.71,3.44,25.05,87.99,1.85,289.39,0.3,25.5,41.99,0,48.16
2021-09-07,17.22,59.88,15.4,37.6,15.74,0.85,8.8,3.28,27.45,82.55,2.5,260.1,0.15,13,105.32,-0.04,59.88
2021-09-08,21.75,77.52,16.86,46.33,13.66,0.98,8.74,5.59,28.16,82.07,1.97,259.38,0.69,61.5,94.19,-0.02,77.52
2021-09-09,21.56,83.39,23,45.65,14.43,0.97,16.36,6.55,31.52,73.4,1.88,276.2,0,0,138.67,-0.01,83.39
2021-09-10,21.1,52.26,33.69,33.39,15.31,0.89,8.67,5.53,28.11,81.5,1.12,236.51,0.02,2,52.73,0,52.26
2021-09-11,19,50.37,32.94,31.9,15.5,0.75,9.21,0.28,27.38,82.14,2.26,295.49,0,0,76.36,0,50.37
2021-09-12,18.66,49.77,32.58,32.08,16.65,0.84,8.83,0.1,26.75,83.29,1.85,298.1,0,0,38.75,0,49.77
2021-09-13,17.3,62.92,27.93,32.65,16.36,0.75,8.89,0.11,28.32,81.15,2.35,275.95,0,0,64.41,-0.02,62.92
2021-09-14,22.51,120.96,14.8,31.68,17.32,0.86,9.07,0.09,30.47,76.82,3.2,247.82,0,0,117.12,-0.07,113.97
2021-09-15,24.66,108.32,16.53,37.56,15.07,0.92,10.63,0.1,30.86,78.78,2.26,252.89,0.01,1,142.48,-0.05,105.55
2021-09-16,28.37,110.13,8.7,37.66,13.29,0.73,17.83,0.11,30.65,77.84,1.72,266.69,0,0,132.1,-0.04,106.75
2021-09-17,37.67,127.33,7.7,37.14,14.7,0.72,23.94,0.13,31.28,76,1.99,265.03,0,0,148.67,-0.04,118.22
2021-09-18,34.34,131.07,13.81,52.08,11.24,0.86,20.36,0.18,30.08,73.89,1.56,267.88,0,0,129.68,-0.03,120.71
2021-09-19,34.48,96.73,10.27,44.57,17.25,0.76,22.36,0.16,28.89,78.27,1.48,262.83,0.02,2,76.72,-0.02,96.73
2021-09-20,48.54,153.71,22.65,50.63,10.61,0.91,21.7,0.19,29.17,80.55,1.36,247.34,0,0,94.32,-0.03,135.81
2021-09-21,41.64,127.62,23.89,38.89,14.66,1.03,14.9,0.19,30.91,76.16,1.83,269.37,0,0,115.42,-0.01,118.41
2021-09-22,32.03,91.15,24.34,29.9,15.58,0.82,9.46,0.15,30.63,77.35,1.97,241.43,0,0,116.4,-0.04,91.15
2021-09-23,24.91,72.89,19.21,25.84,16.34,0.85,9.35,0.16,29.6,79.62,1.92,244.43,0.01,0.5,120.02,-0.03,72.89
2021-09-24,25.25,60.36,18.56,28.69,16.06,0.73,13.53,1.07,29.93,79.56,1.75,238.51,0,0,150.3,-0.01,60.36
2021-09-25,26.7,79.57,18.77,50.16,15.29,0.85,20.98,6.06,29.6,78.9,1.68,257.11,0.06,5.5,130.49,-0.01,79.57
2021-09-26,32.72,95.17,30.24,51.12,8.65,0.7,11.91,8.83,25.62,87.27,2.08,273.99,1.31,117,16.88,0.01,95.17
2021-09-27,8.42,40.62,18.23,24.11,15.28,0.41,20.69,4.03,25.25,89.77,2.99,186.59,1.12,101.5,20.25,-0.09,40.62
2021-09-28,28.01,64.76,43.2,62.24,9.9,1.44,12.12,10.63,25.07,88.42,0.78,236.37,0.21,19.5,26.85,0,77.80
2021-09-29,36.59,104.31,43.58,51.26,8.32,1.27,20.02,9.71,28.75,81.69,0.64,240.74,0,0,143.26,-0.01,102.87
2021-09-30,25.62,89.84,33.49,29.05,10.11,0.68,16.94,4.53,30.03,78.94,0.76,194.41,0,0,160.59,0.04,89.84
2021-10-01,12.52,56.73,21.27,16.44,11.86,0.43,12.99,1.77,30.78,76.96,1.15,183.64,0,0,167.73,0.05,56.73
2021-10-02,14.2,53.73,20.8,17.85,14.17,0.38,15.35,2.22,30.82,77.54,1.3,211.98,0,0,164.62,-0.01,53.73
2021-10-03,10.46,43.67,18.71,20.77,14.09,0.48,14,2.46,31.25,75.21,1.37,236.98,0,0,181.83,-0.03,43.67
2021-10-04,16.33,41.72,21.74,24.52,9.16,0.52,14.31,3.37,31.01,75.51,1.25,224.45,0,0,164.35,0.01,41.72
2021-10-05,20.71,76.87,24.19,21.83,9.8,0.33,12.52,3.67,30.96,75.16,1.83,163.5,0,0,176.16,0.06,76.87
2021-10-06,1.9,10.92,4.44,8.64,15.69,0.24,15.51,2.89,31.3,75.99,1.92,122.32,0,0,187.56,0.06,19.61
2021-10-07,10.79,57.24,23.69,22.94,11.63,0.37,17.06,5.03,31.32,76.29,1.36,223.67,0,0,133.61,0.02,57.24
2021-10-08,20.64,85.84,19.63,37.27,9.2,0.57,14.08,5.4,32.14,74.36,1.88,259.9,0,0,150.86,-0.03,85.84
2021-10-09,42.23,113.82,13.04,45.51,8.03,0.67,25.6,3.45,31.44,76.12,1.69,241.88,0,0,148.47,0,109.21
2021-10-10,63.37,154.25,14.54,44.83,8.83,0.58,26.8,6.72,32.33,73.99,1.35,210.4,0,0,140.66,0.04,136.17
2021-10-11,69.91,162.29,7.04,41.32,11.44,0.59,39.45,4.38,32.41,71,1.33,203.86,0,0,141.41,0.04,141.53
2021-10-12,93,206.64,8.21,56.97,9.37,0.91,29.97,5.62,31.68,72.63,1.11,224.8,0,0,76.95,0.02,210.00
2021-10-13,105.79,236.87,11.26,52.29,10.53,0.78,37.68,5.3,31.43,75.31,1.29,225.78,0,0,103.4,0.03,252.63
2021-10-14,86.39,206.16,12.52,67.9,9.54,1.11,32.37,7.54,31.62,71.86,0.92,241.16,0,0,75.9,0.01,187.97
2021-10-15,64.45,105.63,11.37,35.53,10.98,0.73,15.37,3.14,28.11,80.73,1.79,201.62,0.03,2.5,41.3,0.05,114.83
2021-10-16,12.82,30.95,5.86,13.31,14.59,0.53,21.36,1.44,28.41,82.19,1.76,173.02,0.5,45,99.87,0.04,30.95
2021-10-17,45.43,94.86,10.62,36.8,10.06,0.83,23.56,2.44,28.02,82.86,1.01,207.66,0,0,89.26,0.02,94.86
2021-10-18,25.78,64.94,8.56,31.37,12.55,0.67,16.73,2.11,30.16,81.07,1.55,239.97,0,0,109.51,-0.05,64.94
2021-10-19,51.83,125.47,15.39,47.93,9.55,1.04,19.18,5.19,30.57,80.06,1.49,248.05,0,0,100.37,-0.04,116.98
2021-10-20,83.25,202.73,47.12,79.85,7.65,2,16.34,7.27,29.51,82.14,0.76,230.37,0.2,18.5,79.49,0,177.50
2021-10-21,68.55,137.82,6.77,41.35,8.77,0.89,25.97,2.18,30.7,79.97,1.37,232.69,0,0,126.39,-0.01,128.50
2021-10-22,63.21,124.85,12.01,38.53,9.66,0.9,25.03,29.15,29.69,80.62,1.46,208.62,0.14,11.5,103.86,0.04,116.57
2021-10-23,35.09,102.2,9.8,30.79,13.06,0.74,24.8,4.87,29.6,76.28,1.49,159.86,0,0,112.64,0.04,101.47
